iter	Logloss
301	0.2403660549
302	0.2403381764
303	0.2403159827
304	0.2402832945
305	0.24023735
306	0.2402043168
307	0.2401688595
308	0.2401419344
309	0.2401233992
310	0.2400990869
311	0.2400752725
312	0.2400202224
313	0.2399928808
314	0.2399672251
315	0.2399218123
316	0.2398961117
317	0.2398676057
318	0.2398366691
319	0.2398049844
320	0.2397506371
321	0.2397174724
322	0.2396963077
323	0.2396564858
324	0.2396290718
325	0.2396058234
326	0.2395837013
327	0.2395611704
328	0.2395265394
329	0.2394958583
330	0.2394757101
331	0.2394437596
332	0.2394117959
333	0.2393865869
334	0.2393591269
335	0.2393226296
336	0.2392993229
337	0.2392703912
338	0.2392399371
339	0.2392124064
340	0.2391922123
341	0.2391603464
342	0.2391359504
343	0.2391227313
344	0.2390963254
345	0.2390764353
346	0.2390458686
347	0.239002047
348	0.2389675282
349	0.2389376389
350	0.2389039355
351	0.2388687048
352	0.2388280537
353	0.2388055772
354	0.2387717406
355	0.2387378056
356	0.2386952718
357	0.2386698208
358	0.2386402243
359	0.2386007924
360	0.2385825885
361	0.2385566047
362	0.2385363009
363	0.2384968352
364	0.2384640191
365	0.2384333825
366	0.2384052878
367	0.2383747509
368	0.238336808
369	0.2383152352
370	0.2382807778
371	0.2382429743
372	0.2382206216
373	0.2381996314
374	0.2381668846
375	0.2381398918
376	0.2381060082
377	0.2380858641
378	0.2380435541
379	0.2380112782
380	0.2379759637
381	0.2379442406
382	0.2378828982
383	0.2378475013
384	0.2378206121
385	0.237766693
386	0.2377462698
387	0.2377132963
388	0.2376838558
389	0.2376568788
390	0.2376347074
391	0.2375878986
392	0.237560203
393	0.2375385299
394	0.2375026509
395	0.2374646875
396	0.2374293474
397	0.2373944796
398	0.2373696019
399	0.2373464044
400	0.2373164648
401	0.2372831139
402	0.237245357
403	0.2372093982
404	0.2371636432
405	0.2371255212
406	0.237083324
407	0.2370575743
408	0.2370218092
409	0.2369755437
410	0.2369455262
411	0.2369124071
412	0.2368713113
413	0.236843729
414	0.2368205806
415	0.2367971833
416	0.2367739616
417	0.2367446934
418	0.236717924
419	0.2366839395
420	0.2366359125
421	0.2366140319
422	0.2365917598
423	0.2365565788
424	0.2365217746
425	0.2364981578
426	0.2364650386
427	0.2364241213
428	0.236393085
429	0.236369425
430	0.2363265234
431	0.2362858825
432	0.2362593407
433	0.2362379962
434	0.2361966594
435	0.2361503766
436	0.2361123584
437	0.2360878259
438	0.2360537453
439	0.2360097901
440	0.2359884768
441	0.2359564568
442	0.235925914
443	0.2358941628
444	0.2358703216
445	0.2358201517
446	0.2357846857
447	0.2357458833
448	0.2357163439
449	0.2356931533
450	0.2356651979
451	0.2356333348
452	0.2356067538
453	0.2355776527
454	0.2355357607
455	0.2355078174
456	0.2354658291
457	0.2354362503
458	0.2353944463
459	0.2353758308
460	0.2353506799
461	0.2353152062
462	0.2352863589
463	0.2352561964
464	0.2352300738
465	0.2351930365
466	0.23515818
467	0.2351317046
468	0.235112162
469	0.235067499
470	0.23503038
471	0.2349907543
472	0.2349598391
473	0.234923539
474	0.2348829423
475	0.2348369265
476	0.2348115812
477	0.234779062
478	0.2347557312
479	0.2347444829
480	0.2347108862
481	0.2346955171
482	0.2346513706
483	0.2346308133
484	0.2346110341
485	0.2345735533
486	0.2345476662
487	0.23451526
488	0.2344878
489	0.2344447452
490	0.2344057034
491	0.2343763126
492	0.2343413726
493	0.2343194064
494	0.2342858241
495	0.2342656563
496	0.2342328311
497	0.2341807389
498	0.2341510439
499	0.2341152753
500	0.2340912737
501	0.2340596232
502	0.2340486947
503	0.2340274306
504	0.2339965349
505	0.23397663
506	0.2339300221
507	0.2339127908
508	0.2338777803
509	0.2338525999
510	0.2338167736
511	0.2337906632
512	0.2337481519
513	0.2337170771
514	0.2336841017
515	0.233649854
516	0.2336178277
517	0.233586191
518	0.2335547083
519	0.2335361396
520	0.2334941236
521	0.2334742178
522	0.2334402293
523	0.2333880556
524	0.233352586
525	0.2333197917
526	0.233285128
527	0.2332615891
528	0.2332395318
529	0.2332116234
530	0.2331774465
531	0.2331483326
532	0.2331181308
533	0.233087266
534	0.2330746501
535	0.2330385624
536	0.23301939
537	0.2329891649
538	0.2329534607
539	0.2329108361
540	0.2328620849
541	0.2328195099
542	0.2327872435
543	0.232760896
544	0.2327224804
545	0.2327071196
546	0.2326740746
547	0.2326469538
548	0.23260854
549	0.232568845
550	0.2325364875
551	0.232493743
552	0.2324660328
553	0.2324203133
554	0.2323904447
555	0.2323610341
556	0.2323383882
557	0.2322927294
558	0.2322537461
559	0.2322239026
560	0.2322010037
561	0.2321802651
562	0.2321609624
563	0.2321158461
564	0.2320821257
565	0.2320532442
566	0.2320338208
567	0.2319989088
568	0.231982506
569	0.2319680291
570	0.2319185392
571	0.2318759491
572	0.2318567169
573	0.2318244026
574	0.2317968942
575	0.2317725276
576	0.2317211544
577	0.2316900082
578	0.2316647284
579	0.2316418523
580	0.2316098172
581	0.2315828756
582	0.2315450905
583	0.2315189866
584	0.2314790167
585	0.2314470107
586	0.2314175073
587	0.2314017698
588	0.2313598347
589	0.2313199263
590	0.2312926079
591	0.2312381423
592	0.2312086905
593	0.2311872284
594	0.2311473473
595	0.2311290279
596	0.2310922422
597	0.2310696477
598	0.2310281299
599	0.2309815902
600	0.2309608706
601	0.2309387256
602	0.2308968209
603	0.2308664266
604	0.2308365733
605	0.2308184793
606	0.2307803698
607	0.2307542781
608	0.2307162592
609	0.2306895268
610	0.2306637615
611	0.230624715
612	0.2305972998
613	0.2305734355
614	0.2305285517
615	0.2304982417
616	0.2304698109
617	0.2304467177
618	0.2304182092
619	0.2304052075
620	0.2303737971
621	0.23033554
622	0.2303076649
623	0.2302806961
624	0.230240263
625	0.2302151788
626	0.2301850867
627	0.2301616058
628	0.2301200287
629	0.2301024942
630	0.2300768943
631	0.2300586541
632	0.2300272001
633	0.2299794935
634	0.2299444129
635	0.2299190069
636	0.2299045185
637	0.2298867443
638	0.2298494504
639	0.2298225218
640	0.2297939101
641	0.2297634742
642	0.2297412952
643	0.2297272228
644	0.2297000628
645	0.2296576518
646	0.2296320248
647	0.2296090384
648	0.2295862363
649	0.229561327
650	0.2295404857
651	0.229498823
652	0.2294806627
653	0.2294651839
654	0.2294361372
655	0.2294130004
656	0.2293879786
657	0.2293528757
658	0.2293185584
659	0.2292840562
660	0.2292598118
661	0.2292145625
662	0.2291953076
663	0.2291702213
664	0.2291342688
665	0.2291121379
666	0.2290771484
667	0.229038997
668	0.2290143895
669	0.2289965237
670	0.2289629927
671	0.2289352244
672	0.2289090401
673	0.2288744432
674	0.228844381
675	0.228816029
676	0.2287804224
677	0.2287455603
678	0.2287146377
679	0.2286926454
680	0.2286615386
681	0.2286504582
682	0.2286273047
683	0.2286021844
684	0.2285708137
685	0.2285376875
686	0.2285033142
687	0.2284747622
688	0.2284338603
689	0.2284030691
690	0.2283873513
691	0.2283512636
692	0.2283242814
693	0.2282910527
694	0.2282696245
695	0.2282360906
696	0.2282005831
697	0.2281772198
698	0.2281475319
699	0.2281119347
700	0.2280826909
701	0.2280407405
702	0.228015001
703	0.2279858162
704	0.2279474476
705	0.2279212119
706	0.2278955855
707	0.2278695098
708	0.2278388492
709	0.2278045077
710	0.2277839165
711	0.2277459351
712	0.2277111384
713	0.2276790191
714	0.2276622071
715	0.2276436435
716	0.2276171893
717	0.2275976384
718	0.2275687367
719	0.2275316778
720	0.2275069878
721	0.2274731951
722	0.2274423298
723	0.2273886688
724	0.22735669
725	0.2273264194
726	0.2272946089
727	0.2272695955
728	0.2272294287
729	0.2272000632
730	0.2271617305
731	0.2271349848
732	0.2271150808
733	0.2270772771
734	0.2270482342
735	0.2270117592
736	0.2269866643
737	0.2269552618
738	0.2269383084
739	0.226918357
740	0.226895271
741	0.2268714122
742	0.2268494283
743	0.2268178454
744	0.2267967341
745	0.2267593354
746	0.2267280224
747	0.2266920505
748	0.226668253
749	0.2266366726
750	0.2266170726
751	0.2265857151
752	0.2265667324
753	0.2265429878
754	0.2265110368
755	0.2264813763
756	0.226453398
757	0.2264299654
758	0.2264115133
759	0.2263894024
760	0.2263494868
761	0.2263172657
762	0.2262943588
763	0.2262600937
764	0.2262355414
765	0.2262056423
766	0.2261831894
767	0.2261612851
768	0.2261360433
769	0.2261164279
770	0.2260841845
771	0.2260460474
772	0.2260366469
773	0.2259988245
774	0.2259830288
775	0.2259580703
776	0.2259296284
777	0.2259043209
778	0.2258749532
779	0.2258437382
780	0.2258205005
781	0.2257874477
782	0.2257623691
783	0.2257398324
784	0.2257086711
785	0.2256738603
786	0.2256442862
787	0.2256199151
788	0.2256014877
789	0.225583613
790	0.2255533731
791	0.2255356653
792	0.2255036693
793	0.2254820895
794	0.2254607392
795	0.2254395391
796	0.2254114529
797	0.2253949459
798	0.2253745305
799	0.225357638
800	0.2253285313
801	0.2252938133
802	0.2252706361
803	0.2252494932
804	0.2252208652
805	0.2251872498
806	0.2251617203
807	0.2251231644
808	0.2250905739
809	0.2250611702
810	0.2250103593
811	0.2249846577
812	0.224962075
813	0.2249124175
814	0.2248933674
815	0.2248711728
816	0.2248494952
817	0.2248214034
818	0.224790875
819	0.2247638052
820	0.2247326024
821	0.2247212322
822	0.2247162807
823	0.2246919289
824	0.2246704321
825	0.224635556
826	0.2246116859
827	0.2245745529
828	0.2245503395
829	0.2245209304
830	0.2245137458
831	0.2244830384
832	0.2244471293
833	0.2244202667
834	0.2243878981
835	0.224362966
836	0.2243367575
837	0.224306977
838	0.2242904399
839	0.224257991
840	0.2242345865
841	0.2242044606
842	0.2241742364
843	0.224146951
844	0.2241189621
845	0.2240923197
846	0.2240627858
847	0.2240334216
848	0.2240208961
849	0.2239994707
850	0.2239631429
851	0.2239314849
852	0.223909606
853	0.2238794244
854	0.2238485529
855	0.2238268856
856	0.2237894243
857	0.2237646207
858	0.2237345635
859	0.2237024774
860	0.2236816162
861	0.2236539774
862	0.2236350943
863	0.2236036897
864	0.2235881888
865	0.2235602857
866	0.2235381156
867	0.2235127397
868	0.2234872364
869	0.223446543
870	0.2234082122
871	0.223385518
872	0.2233632183
873	0.2233374731
874	0.2233115183
875	0.2232916141
876	0.2232806538
877	0.2232484337
878	0.2232274747
879	0.223204149
880	0.2231729771
881	0.2231463565
882	0.2231289036
883	0.2231072289
884	0.2230909243
885	0.2230597459
886	0.2230355438
887	0.2230049495
888	0.2229798542
889	0.2229500674
890	0.2229275043
891	0.222900477
892	0.2228859991
893	0.2228593096
894	0.2228409396
895	0.2228183003
896	0.2227795798
897	0.2227676733
898	0.2227427012
899	0.222717259
900	0.2226916163
901	0.2226631746
902	0.2226471332
903	0.2226415585
904	0.2226166303
905	0.222596272
906	0.2225856751
907	0.2225640912
908	0.2225615723
909	0.2225379932
910	0.2224931118
911	0.2224688975
912	0.2224381284
913	0.2224159531
914	0.2223976957
915	0.2223812034
916	0.2223540402
917	0.2223328712
918	0.2223027377
919	0.2222794399
920	0.2222644634
921	0.2222359676
922	0.2222123952
923	0.2221948384
924	0.2221539016
925	0.2221357026
926	0.222109851
927	0.2220881495
928	0.2220561407
929	0.2220303051
930	0.2220231344
931	0.2220047206
932	0.2219987013
933	0.2219953557
934	0.2219701689
935	0.2219329816
936	0.221897147
937	0.2218929598
938	0.2218728169
939	0.2218668701
940	0.2218392091
941	0.2218176672
942	0.2217869839
943	0.2217678247
944	0.221747594
945	0.2217267867
946	0.2217128863
947	0.2216819772
948	0.2216542168
949	0.2216237494
950	0.2215990958
951	0.2215674717
952	0.2215351335
953	0.2215131903
954	0.2214733349
955	0.2214426736
956	0.2214163051
957	0.2213927748
958	0.2213694619
959	0.2213377585
960	0.2213130799
961	0.2212924201
962	0.2212722644
963	0.2212458623
964	0.2212132909
965	0.2211832885
966	0.2211431291
967	0.2211358719
968	0.2211136189
969	0.2210776184
970	0.2210599534
971	0.2210301931
972	0.2210096235
973	0.2209743895
974	0.2209433503
975	0.2209123111
976	0.220892961
977	0.2208751462
978	0.2208383091
979	0.2208068129
980	0.2207905913
981	0.2207709378
982	0.2207664995
983	0.2207338866
984	0.2207048974
985	0.2206755941
986	0.2206445914
987	0.2206244572
988	0.2206006783
989	0.220574919
990	0.2205580776
991	0.220529527
992	0.2205023332
993	0.2204715935
994	0.2204401962
995	0.2204087127
996	0.2203748484
997	0.2203380448
998	0.2203069007
999	0.2202827549
